ANY,Codi municipi,Nom municipi,Comarca,Província,Núm instal·lacions,Potència (kW),Producció bruta (kWh),Consums propis (kWh),Producció neta (kWh),Consums bombament (kWh),Produccció disponible (kWh),Autoconsum (kWh),Vendes a la xarxa (kWh),Distribució pròpia (kWh),Energia tèrmica recuperada (Kcal)
2010,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,4,1048.8,"3,317,962.00","43,695.00","3,274,267.00",0,"3,274,267.00",0,"3,274,267.00",0,"16,864,000,000.00"
2011,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,4,1048.8,"3,268,941.00","39,766.00","3,229,175.00",0,"3,229,175.00",0,"3,229,175.00",0,"18,733,000,000.00"
2012,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,8,1208.8,"3,633,796.00","88,651.00","3,545,145.00",0,"3,545,145.00",0,"3,545,145.00",0,"20,753,844,000.00"
2013,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,7,1191.3,"3,875,199.00","97,136.00","3,778,063.00",0,"3,778,063.00",0,"3,778,063.00",0,"20,474,595,000.00"
2014,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,6,191.3,"1,399,004.00","89,508.00","1,309,496.00",0,"1,309,496.00",0,"1,309,496.00",0,"6,219,050,000.00"
2015,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,6,191.3,"358,805.00","8,616.00","350,189.00",0,"350,189.00",0,"350,189.00",0,"326,756,140.00"
2016,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,6,191.3,"218,306.00","7,641.00","210,665.00",0,"210,665.00",0,"210,665.00",0,"258,437,000.00"
2017,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,7,1191.3,"3,225,972.00","97,955.00","3,128,017.00",0,"3,128,017.00",0,"3,128,017.00",0,"1,918,284,000.00"
2018,8051,CASTELLAR DEL VALLES,VALLES OCCIDENTAL,BARCELONA,7,1191.3,"4,246,343.00","128,349.00","4,117,994.00",0,"4,117,994.00",0,"4,117,994.00",0,"2,179,670,400.00"
2010,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,5,2249,"11,155,785.00","124,591.00","11,031,194.00",0,"11,031,194.00",0,"11,031,194.00",0,0
2011,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"11,622,741.00","129,994.00","11,492,747.00",0,"11,492,747.00",0,"11,492,747.00",0,0
2012,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"10,319,608.00","110,155.00","10,209,453.00",0,"10,209,453.00",0,"10,209,453.00",0,0
2013,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"10,690,971.00","112,608.00","10,578,363.00",0,"10,578,363.00",0,"10,578,363.00",0,0
2014,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"10,733,930.00","116,195.00","10,617,735.00",0,"10,617,735.00",0,"10,617,735.00",0,0
2015,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"9,772,636.00","108,515.00","9,664,121.00",0,"9,664,121.00",0,"9,664,121.00",0,0
2016,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"9,398,000.00","104,737.00","9,293,263.00",0,"9,293,263.00",0,"9,293,263.00",0,0
2017,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"9,973,624.00","107,356.00","9,866,268.00",0,"9,866,268.00",0,"9,866,268.00",0,0
2018,8053,CASTELLBELL I EL VILAR,BAGES,BARCELONA,6,2261.4,"12,341,093.00","138,635.00","12,202,458.00",0,"12,202,458.00",0,"12,202,458.00",0,0
2010,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,4,51034.7,"398,387,778.00","17,397,797.00","380,989,981.00",0,"380,989,981.00","5,474,624.00","375,515,357.00",0,"264,236,676,000.00"
2011,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,11,52250.2,"402,297,042.00","16,727,498.00","385,569,544.00",0,"385,569,544.00",0,"385,569,544.00",0,"256,254,999,800.00"
2012,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"421,293,715.00","17,052,126.00","404,241,589.00",0,"404,241,589.00",0,"404,241,589.00",0,"264,452,374,460.00"
2013,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"429,338,612.00","17,021,948.00","412,316,664.00",0,"412,316,664.00",0,"412,316,664.00",0,"270,403,114,360.00"
2014,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"395,715,027.00","16,151,027.00","379,564,000.00",0,"379,564,000.00",0,"379,564,000.00",0,"262,663,223,795.00"
2015,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"410,139,360.00","17,131,409.00","393,007,951.00",0,"393,007,951.00",0,"393,007,951.00",0,"261,225,480,740.00"
2016,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"418,252,000.00","17,511,196.00","400,740,804.00",0,"400,740,804.00",0,"400,740,804.00",0,"264,175,000,000.00"
2017,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"408,467,000.00","14,834,447.00","393,632,553.00",0,"393,632,553.00",0,"393,632,553.00",0,"248,230,056,000.00"
2018,8054,CASTELLBISBAL,VALLES OCCIDENTAL,BARCELONA,13,52370.2,"409,344,000.00","16,669,008.00","392,674,992.00",0,"392,674,992.00",0,"392,674,992.00",0,"247,476,331,600.00"
2010,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8055,CASTELLCIR,MOIANES,BARCELONA,1,80,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25067,CASTELLDANS,GARRIGUES,LLEIDA,5,500,"881,520.00",0,"881,520.00",0,"881,520.00",0,"881,520.00",0,0
2011,25067,CASTELLDANS,GARRIGUES,LLEIDA,5,500,"925,476.00",0,"925,476.00",0,"925,476.00",0,"925,476.00",0,0
2012,25067,CASTELLDANS,GARRIGUES,LLEIDA,5,500,"952,614.00",0,"952,614.00",0,"952,614.00",0,"952,614.00",0,0
2013,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,"936,753.00",0,"936,753.00",0,"936,753.00","12,800.00","923,953.00",0,0
2014,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,"982,416.00",0,"982,416.00",0,"982,416.00","51,592.00","930,824.00",0,0
2015,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,"953,663.00",0,"953,663.00",0,"953,663.00","68,031.00","885,632.00",0,0
2016,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,0,0,0,0,0,0,0,0,0
2017,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,0,0,0,0,0,0,0,0,0
2018,25067,CASTELLDANS,GARRIGUES,LLEIDA,6,580,0,0,0,0,0,0,0,0,0
2010,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,5,19.9,"26,280.00",0,"26,280.00",0,"26,280.00",0,"26,280.00",0,0
2011,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,8,79.9,"43,968.00",0,"43,968.00",0,"43,968.00",0,"43,968.00",0,0
2012,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,9,139.8,"184,676.00",0,"184,676.00",0,"184,676.00",0,"184,676.00",0,0
2013,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,8,135.8,"203,748.00",0,"203,748.00",0,"203,748.00",0,"203,748.00",0,0
2014,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,8,135.8,"189,658.00",0,"189,658.00",0,"189,658.00",0,"189,658.00",0,0
2015,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,9,185.8,"205,795.00",0,"205,795.00",0,"205,795.00","12,000.00","193,795.00",0,0
2016,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,9,185.8,0,0,0,0,0,0,0,0,0
2017,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,9,185.8,0,0,0,0,0,0,0,0,0
2018,8056,CASTELLDEFELS,BAIX LLOBREGAT,BARCELONA,9,185.8,0,0,0,0,0,0,0,0,0
2010,8058,CASTELLET I LA GORNAL,ALT PENEDES,BARCELONA,1,13400,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8058,CASTELLET I LA GORNAL,ALT PENEDES,BARCELONA,1,13400,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8058,CASTELLET I LA GORNAL,ALT PENEDES,BARCELONA,1,13400,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8058,CASTELLET I LA GORNAL,ALT PENEDES,BARCELONA,1,13400,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8058,CASTELLET I LA GORNAL,ALT PENEDES,BARCELONA,0,0,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,1,280,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,17046,CASTELLFOLLIT DE LA ROCA,GARROTXA,GIRONA,2,344.8,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8059,CASTELLFOLLIT DEL BOIX,BAGES,BARCELONA,2,23.4,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8061,CASTELLGALI,BAGES,BARCELONA,5,6046,"20,043,500.00","808,118.00","19,235,382.00",0,"19,235,382.00","1,656,933.00","17,578,449.00",0,"11,223,000,000.00"
2011,8061,CASTELLGALI,BAGES,BARCELONA,5,6046,"16,182,596.00","937,076.00","15,245,520.00",0,"15,245,520.00",0,"15,245,520.00",0,"19,494,910,000.00"
2012,8061,CASTELLGALI,BAGES,BARCELONA,6,6066,"19,946,399.00","1,169,790.00","18,776,609.00",0,"18,776,609.00",0,"18,776,609.00",0,"19,650,904,991.00"
2013,8061,CASTELLGALI,BAGES,BARCELONA,6,6066,"19,910,375.00","965,500.00","18,944,875.00",0,"18,944,875.00",0,"18,944,875.00",0,"14,649,370,388.00"
2014,8061,CASTELLGALI,BAGES,BARCELONA,6,6066,"17,460,254.00","813,559.00","16,646,695.00",0,"16,646,695.00",0,"16,646,695.00",0,"16,643,399,141.00"
2015,8061,CASTELLGALI,BAGES,BARCELONA,5,978,"11,105,199.00","438,834.00","10,666,365.00",0,"10,666,365.00",0,"10,666,365.00",0,"9,957,098,154.00"
2016,8061,CASTELLGALI,BAGES,BARCELONA,5,978,"2,951,469.00","23,156.00","2,928,313.00",0,"2,928,313.00",0,"2,928,313.00",0,0
2017,8061,CASTELLGALI,BAGES,BARCELONA,5,978,"3,068,161.00","24,049.00","3,044,112.00",0,"3,044,112.00",0,"3,044,112.00",0,0
2018,8061,CASTELLGALI,BAGES,BARCELONA,5,978,"4,529,020.00","36,370.00","4,492,650.00",0,"4,492,650.00",0,"4,492,650.00",0,0
2011,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8062,CASTELLNOU DE BAGES,BAGES,BARCELONA,1,6,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"512,728.00",0,"512,728.00",0,"512,728.00",0,"512,728.00",0,0
2011,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"512,705.00",0,"512,705.00",0,"512,705.00",0,"512,705.00",0,0
2012,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"523,665.00",0,"523,665.00",0,"523,665.00",0,"523,665.00",0,0
2013,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"491,481.00",0,"491,481.00",0,"491,481.00",0,"491,481.00",0,0
2014,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"460,032.00",0,"460,032.00",0,"460,032.00",0,"460,032.00",0,0
2015,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,"459,491.00",0,"459,491.00",0,"459,491.00",0,"459,491.00",0,0
2016,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,0,0,0,0,0,0,0,0,0
2017,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,0,0,0,0,0,0,0,0,0
2018,25068,CASTELLNOU DE SEANA,PLA D'URGELL,LLEIDA,7,208.5,0,0,0,0,0,0,0,0,0
2010,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,9,118,"134,057.00",0,"134,057.00",0,"134,057.00",0,"134,057.00",0,0
2011,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,10,190,"200,933.00",0,"200,933.00",0,"200,933.00",0,"200,933.00",0,0
2012,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,"335,395.00",0,"335,395.00",0,"335,395.00",0,"335,395.00",0,0
2013,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,"350,553.00",0,"350,553.00",0,"350,553.00",0,"350,553.00",0,0
2014,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,"374,797.00",0,"374,797.00",0,"374,797.00",0,"374,797.00",0,0
2015,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,"384,044.00",0,"384,044.00",0,"384,044.00",0,"384,044.00",0,0
2016,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,0,0,0,0,0,0,0,0,0
2017,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,0,0,0,0,0,0,0,0,0
2018,17047,CASTELLO D'EMPURIES,ALT EMPORDA,GIRONA,13,275,0,0,0,0,0,0,0,0,0
2012,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8063,CASTELLOLI,ANOIA,BARCELONA,1,20,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"25,906.00",0,"25,906.00",0,"25,906.00",0,"25,906.00",0,0
2011,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"27,335.00",0,"27,335.00",0,"27,335.00",0,"27,335.00",0,0
2012,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"30,403.00",0,"30,403.00",0,"30,403.00",0,"30,403.00",0,0
2013,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"29,506.00",0,"29,506.00",0,"29,506.00",0,"29,506.00",0,0
2014,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"24,497.00",0,"24,497.00",0,"24,497.00",0,"24,497.00",0,0
2015,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,"25,551.00",0,"25,551.00",0,"25,551.00",0,"25,551.00",0,0
2016,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,0,0,0,0,0,0,0,0,0
2017,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,0,0,0,0,0,0,0,0,0
2018,17048,CASTELL-PLATJA D'ARO,BAIX EMPORDA,GIRONA,3,19.3,0,0,0,0,0,0,0,0,0
2010,25070,CASTELLSERA,URGELL,LLEIDA,3,442,"1,336,199.00",0,"1,336,199.00",0,"1,336,199.00",0,"1,336,199.00",0,0
2011,25070,CASTELLSERA,URGELL,LLEIDA,3,442,"1,585,668.00",0,"1,585,668.00",0,"1,585,668.00",0,"1,585,668.00",0,0
2012,25070,CASTELLSERA,URGELL,LLEIDA,3,442,"1,534,848.00",0,"1,534,848.00",0,"1,534,848.00",0,"1,534,848.00",0,0
2013,25070,CASTELLSERA,URGELL,LLEIDA,3,442,"1,226,311.00",0,"1,226,311.00",0,"1,226,311.00",0,"1,226,311.00",0,0
2014,25070,CASTELLSERA,URGELL,LLEIDA,2,439,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,25070,CASTELLSERA,URGELL,LLEIDA,2,439,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,25070,CASTELLSERA,URGELL,LLEIDA,2,439,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,25070,CASTELLSERA,URGELL,LLEIDA,2,439,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,25070,CASTELLSERA,URGELL,LLEIDA,2,439,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,8064,CASTELLTERÇOL,MOIANES,BARCELONA,2,15.1,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,43042,CASTELLVELL DEL CAMP,BAIX CAMP,TARRAGONA,2,25,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"349,846.00",0,"349,846.00",0,"349,846.00",0,"349,846.00",0,0
2011,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"357,535.00",0,"357,535.00",0,"357,535.00",0,"357,535.00",0,0
2012,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"362,168.00",0,"362,168.00",0,"362,168.00",0,"362,168.00",0,0
2013,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"360,319.00",0,"360,319.00",0,"360,319.00",0,"360,319.00",0,0
2014,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"333,921.00",0,"333,921.00",0,"333,921.00",0,"333,921.00",0,0
2015,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,"305,518.00",0,"305,518.00",0,"305,518.00",0,"305,518.00",0,0
2016,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,0,0,0,0,0,0,0,0,0
2017,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,0,0,0,0,0,0,0,0,0
2018,8065,CASTELLVI DE LA MARCA,ALT PENEDES,BARCELONA,3,242,0,0,0,0,0,0,0,0,0
2010,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2011,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2012,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2013,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2014,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2015,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2016,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2017,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2018,17189,"CELLERA DE TER, LA",SELVA,GIRONA,2,2052,SE,SE,SE,SE,SE,SE,SE,SE,SE
2010,17049,CELRA,GIRONES,GIRONA,3,285,"142,091.00",0,"142,091.00",0,"142,091.00",0,"142,091.00",0,0
2011,17049,CELRA,GIRONES,GIRONA,4,305,"437,257.00",0,"437,257.00",0,"437,257.00",0,"437,257.00",0,0
2012,17049,CELRA,GIRONES,GIRONA,4,305,"465,340.00",0,"465,340.00",0,"465,340.00",0,"465,340.00",0,0
2013,17049,CELRA,GIRONES,GIRONA,4,305,"430,813.00",0,"430,813.00",0,"430,813.00",0,"430,813.00",0,0
2014,17049,CELRA,GIRONES,GIRONA,4,305,"432,158.00",0,"432,158.00",0,"432,158.00",0,"432,158.00",0,0
2015,17049,CELRA,GIRONES,GIRONA,4,305,"449,635.00",0,"449,635.00",0,"449,635.00",0,"449,635.00",0,0
2016,17049,CELRA,GIRONES,GIRONA,4,305,0,0,0,0,0,0,0,0,0
2017,17049,CELRA,GIRONES,GIRONA,4,305,0,0,0,0,0,0,0,0,0
2018,17049,CELRA,GIRONES,GIRONA,4,305,0,0,0,0,0,0,0,0,0
2010,8067,CENTELLES,OSONA,BARCELONA,5,328,"471,124.00",0,"471,124.00",0,"471,124.00",0,"471,124.00",0,0
2011,8067,CENTELLES,OSONA,BARCELONA,5,328,"467,394.00",0,"467,394.00",0,"467,394.00",0,"467,394.00",0,0
2012,8067,CENTELLES,OSONA,BARCELONA,6,368,"524,176.00",0,"524,176.00",0,"524,176.00",0,"524,176.00",0,0
2013,8067,CENTELLES,OSONA,BARCELONA,6,368,"624,479.00",0,"624,479.00",0,"624,479.00",0,"624,479.00",0,0
2014,8067,CENTELLES,OSONA,BARCELONA,6,368,"491,474.00",0,"491,474.00",0,"491,474.00",0,"491,474.00",0,0
2015,8067,CENTELLES,OSONA,BARCELONA,6,368,"494,624.00",0,"494,624.00",0,"494,624.00",0,"494,624.00",0,0
2016,8067,CENTELLES,OSONA,BARCELONA,6,368,0,0,0,0,0,0,0,0,0
